car_id,car_make,car_model,car_model_year, monthly total costs , yearly total costs , Total revenue ,Total profit,,,,,,,car_id, loss_profit 
4358005039,Honda,Accord,2017, $797.31 ," $9,567.72 "," $8,923.00 ", $(644.72),,,,,,,4358005039, $(644.72)
5487049637,Mercury,Sable,2016, $548.10 ," $6,577.20 "," $18,514.00 "," $11,936.80 ",,,,,,,-, none 
7900853774,Pontiac,LeMans,2016, $779.96 ," $9,359.52 "," $15,626.00 "," $6,266.48 ",,,,,,,-, none 
3504001348,Mercedes-Benz,S-Class,2017, $525.88 ," $6,310.56 "," $7,888.00 "," $1,577.44 ",,,,,,,-, none 
9733073113,Mercedes-Benz,400SE,2016, $821.61 ," $9,859.32 "," $12,955.00 "," $3,095.68 ",,,,,,,-, none 
3392964824,GMC,2500 Club Coupe,2016, $665.21 ," $7,982.52 "," $12,500.00 "," $4,517.48 ",,,,,,,-, none 
4544837197,Volkswagen,Jetta,2016, $708.49 ," $8,501.88 "," $13,593.00 "," $5,091.12 ",,,,,,,-, none 
6634834245,Dodge,Caliber,2017, $567.16 ," $6,805.92 "," $12,327.00 "," $5,521.08 ",,,,,,,-, none 
8961034189,Volkswagen,Tiguan,2016, $720.75 ," $8,649.00 "," $9,596.00 ", $947.00 ,,,,,,,-, none 
7314736782,Mitsubishi,Galant,2016, $792.78 ," $9,513.36 "," $10,084.00 ", $570.64 ,,,,,,,-, none 
1570802386,Toyota,Corolla,2017, $549.13 ," $6,589.56 "," $13,969.00 "," $7,379.44 ",,,,,,,-, none 
1378557182,Mitsubishi,Mirage,2018, $718.14 ," $8,617.68 "," $15,195.00 "," $6,577.32 ",,,,,,,-, none 
7852482198,Hummer,H1,2016, $839.89 ," $10,078.68 "," $12,028.00 "," $1,949.32 ",,,,,,,-, none 
4915681874,Pontiac,Montana SV6,2016, $738.31 ," $8,859.72 "," $11,876.00 "," $3,016.28 ",,,,,,,-, none 
3648773917,Mitsubishi,Truck,2017, $574.16 ," $6,889.92 "," $14,639.00 "," $7,749.08 ",,,,,,,-, none 
3388630615,Chrysler,Concorde,2018, $616.00 ," $7,392.00 "," $18,149.00 "," $10,757.00 ",,,,,,,-, none 
783629176,Mitsubishi,Endeavor,2016, $773.50 ," $9,282.00 "," $7,669.00 "," $(1,613.00)",,,,,,,783629176," $(1,613.00)"
4067860145,Dodge,Dakota,2018, $787.20 ," $9,446.40 "," $16,530.00 "," $7,083.60 ",,,,,,,-, none 
6745272857,Buick,Regal,2017, $619.62 ," $7,435.44 "," $9,890.00 "," $2,454.56 ",,,,,,,-, none 
5369506906,Saab,9-2X,2018, $728.94 ," $8,747.28 "," $11,645.00 "," $2,897.72 ",,,,,,,-, none 
5487105553,Suzuki,SJ,2017, $853.88 ," $10,246.56 "," $15,440.00 "," $5,193.44 ",,,,,,,-, none 
4052943678,Isuzu,Trooper,2018, $683.44 ," $8,201.28 "," $12,054.00 "," $3,852.72 ",,,,,,,-, none 
3097852506,McLaren,MP4-12C,2018, $564.03 ," $6,768.36 "," $9,960.00 "," $3,191.64 ",,,,,,,-, none 
3679428286,Honda,Accord,2016, $672.94 ," $8,075.28 "," $12,248.00 "," $4,172.72 ",,,,,,,-, none 
6269368626,Jeep,Cherokee,2017, $517.58 ," $6,210.96 "," $11,620.00 "," $5,409.04 ",,,,,,,-, none 
9535552368,Toyota,Solara,2016, $837.65 ," $10,051.80 "," $8,174.00 "," $(1,877.80)",,,,,,,9535552368," $(1,877.80)"
7137905390,Buick,Skylark,2018, $566.88 ," $6,802.56 "," $13,542.00 "," $6,739.44 ",,,,,,,-, none 
3670904034,Volkswagen,Type 2,2016, $697.77 ," $8,373.24 "," $11,282.00 "," $2,908.76 ",,,,,,,-, none 
3993221079,Land Rover,Range Rover Sport,2018, $597.09 ," $7,165.08 "," $9,233.00 "," $2,067.92 ",,,,,,,-, none 
5349356798,Mercury,Grand Marquis,2016, $817.06 ," $9,804.72 "," $15,080.00 "," $5,275.28 ",,,,,,,-, none 
1438579853,Chevrolet,Corvette,2017, $819.20 ," $9,830.40 "," $8,336.00 "," $(1,494.40)",,,,,,,1438579853," $(1,494.40)"
1629632473,GMC,Envoy XL,2017, $620.10 ," $7,441.20 "," $17,501.00 "," $10,059.80 ",,,,,,,-, none 
359764371,Nissan,Datsun/Nissan Z-car,2018, $529.37 ," $6,352.44 "," $18,732.00 "," $12,379.56 ",,,,,,,-, none 
7213765930,Chevrolet,Corvette,2018, $633.33 ," $7,599.96 "," $12,773.00 "," $5,173.04 ",,,,,,,-, none 
9431397633,Dodge,Ram Van 1500,2018, $524.37 ," $6,292.44 "," $10,295.00 "," $4,002.56 ",,,,,,,-, none 
5697805829,Buick,Regal,2018, $734.59 ," $8,815.08 "," $12,397.00 "," $3,581.92 ",,,,,,,-, none 
766665046,Chevrolet,Silverado 3500,2018, $589.89 ," $7,078.68 "," $13,076.00 "," $5,997.32 ",,,,,,,-, none 
5993165073,Saturn,L-Series,2018, $862.57 ," $10,350.84 "," $8,931.00 "," $(1,419.84)",,,,,,,5993165073," $(1,419.84)"
4763870351,Oldsmobile,Intrigue,2017, $718.69 ," $8,624.28 "," $14,051.00 "," $5,426.72 ",,,,,,,-, none 
4801746020,Geo,Storm,2017, $617.55 ," $7,410.60 "," $16,423.00 "," $9,012.40 ",,,,,,,-, none 
3012870555,Daewoo,Leganza,2018, $554.43 ," $6,653.16 "," $17,957.00 "," $11,303.84 ",,,,,,,-, none 
394327616,Pontiac,Solstice,2017, $728.92 ," $8,747.04 "," $14,010.00 "," $5,262.96 ",,,,,,,-, none 
7648607646,Ford,Aerostar,2017, $512.09 ," $6,145.08 "," $13,786.00 "," $7,640.92 ",,,,,,,-, none 
8243347291,Mazda,MPV,2017, $540.80 ," $6,489.60 "," $10,504.00 "," $4,014.40 ",,,,,,,-, none 
6748652952,Ford,Excursion,2018, $720.50 ," $8,646.00 "," $10,162.00 "," $1,516.00 ",,,,,,,-, none 
6651452819,Mercury,Grand Marquis,2016, $860.94 ," $10,331.28 "," $16,003.00 "," $5,671.72 ",,,,,,,-, none 
7754273683,BMW,3 Series,2017, $778.25 ," $9,339.00 "," $11,830.00 "," $2,491.00 ",,,,,,,-, none 
8254168113,Mercedes-Benz,S-Class,2016, $649.30 ," $7,791.60 "," $15,110.00 "," $7,318.40 ",,,,,,,-, none 
4685126750,Pontiac,6000,2016, $860.91 ," $10,330.92 "," $9,581.00 ", $(749.92),,,,,,,4685126750, $(749.92)
155043382,Ford,F150,2016, $703.17 ," $8,438.04 "," $12,206.00 "," $3,767.96 ",,,,,,,-, none 
2614464775,Toyota,4Runner,2016, $744.64 ," $8,935.68 "," $15,728.00 "," $6,792.32 ",,,,,,,-, none 
8303341642,Mercedes-Benz,E-Class,2017, $665.06 ," $7,980.72 "," $12,559.00 "," $4,578.28 ",,,,,,,-, none 
7850374738,Mazda,Tribute,2017, $541.04 ," $6,492.48 "," $12,909.00 "," $6,416.52 ",,,,,,,-, none 
4314455691,Pontiac,Sunfire,2016, $638.33 ," $7,659.96 "," $15,225.00 "," $7,565.04 ",,,,,,,-, none 
7149906362,Audi,R8,2018, $737.54 ," $8,850.48 "," $17,013.00 "," $8,162.52 ",,,,,,,-, none 
5190298221,Land Rover,Defender 90,2017, $546.74 ," $6,560.88 "," $11,596.00 "," $5,035.12 ",,,,,,,-, none 
2595554948,Plymouth,Neon,2016, $615.98 ," $7,391.76 "," $8,910.00 "," $1,518.24 ",,,,,,,-, none 
590806491,Lexus,ES,2017, $754.70 ," $9,056.40 "," $12,872.00 "," $3,815.60 ",,,,,,,-, none 
7398679556,Land Rover,Range Rover,2018, $574.97 ," $6,899.64 "," $14,227.00 "," $7,327.36 ",,,,,,,-, none 
3306393991,Volkswagen,Golf,2016, $509.22 ," $6,110.64 "," $17,241.00 "," $11,130.36 ",,,,,,,-, none 
815300271,Dodge,Magnum,2017, $604.20 ," $7,250.40 "," $10,261.00 "," $3,010.60 ",,,,,,,-, none 
3756903737,Volkswagen,Scirocco,2016, $618.96 ," $7,427.52 "," $14,456.00 "," $7,028.48 ",,,,,,,-, none 
9591959443,Acura,NSX,2018, $750.08 ," $9,000.96 "," $13,948.00 "," $4,947.04 ",,,,,,,-, none 
1134292228,Ferrari,612 Scaglietti,2017, $818.93 ," $9,827.16 "," $10,177.00 ", $349.84 ,,,,,,,-, none 
1537620592,Oldsmobile,88,2017, $813.91 ," $9,766.92 "," $8,027.00 "," $(1,739.92)",,,,,,,1537620592," $(1,739.92)"
4661604296,Saab,900,2018, $814.90 ," $9,778.80 "," $12,277.00 "," $2,498.20 ",,,,,,,-, none 
2149136791,Ford,Courier,2016, $648.02 ," $7,776.24 "," $16,595.00 "," $8,818.76 ",,,,,,,-, none 
5813635602,Chevrolet,S10,2016, $794.35 ," $9,532.20 "," $9,098.00 ", $(434.20),,,,,,,5813635602, $(434.20)
9885474382,Infiniti,G37,2016, $632.19 ," $7,586.28 "," $11,041.00 "," $3,454.72 ",,,,,,,-, none 
6851689839,Morgan,Aero 8,2016, $820.91 ," $9,850.92 "," $17,974.00 "," $8,123.08 ",,,,,,,-, none 
3344834428,Lincoln,MKS,2017, $810.96 ," $9,731.52 "," $10,358.00 ", $626.48 ,,,,,,,-, none 
6210652603,Subaru,Loyale,2017, $600.58 ," $7,206.96 "," $12,477.00 "," $5,270.04 ",,,,,,,-, none 
3414812975,Volvo,V40,2016, $799.76 ," $9,597.12 "," $10,437.00 ", $839.88 ,,,,,,,-, none 
684421380,Mercedes-Benz,CLK-Class,2016, $862.34 ," $10,348.08 "," $9,539.00 ", $(809.08),,,,,,,684421380, $(809.08)
1188050400,Lexus,LS,2017, $658.34 ," $7,900.08 "," $17,407.00 "," $9,506.92 ",,,,,,,-, none 
4787252232,Audi,5000CS,2017, $834.40 ," $10,012.80 "," $7,206.00 "," $(2,806.80)",,,,,,,4787252232," $(2,806.80)"
8361350195,Volkswagen,Eurovan,2016, $653.81 ," $7,845.72 "," $9,856.00 "," $2,010.28 ",,,,,,,-, none 
6928951699,Lincoln,MKX,2017, $851.53 ," $10,218.36 "," $18,846.00 "," $8,627.64 ",,,,,,,-, none 
2399237536,Toyota,Tacoma,2017, $602.40 ," $7,228.80 "," $16,501.00 "," $9,272.20 ",,,,,,,-, none 
8517764617,Kia,Sephia,2017, $608.48 ," $7,301.76 "," $19,586.00 "," $12,284.24 ",,,,,,,-, none 
2986485545,Ford,Edge,2018, $777.10 ," $9,325.20 "," $8,696.00 ", $(629.20),,,,,,,2986485545, $(629.20)
272276138,Aston Martin,V8 Vantage S,2018, $745.14 ," $8,941.68 "," $8,937.00 ", $(4.68),,,,,,,272276138, $(4.68)
8309357265,Dodge,Durango,2018, $753.64 ," $9,043.68 "," $12,702.00 "," $3,658.32 ",,,,,,,-, none 
8934805307,Kia,Sedona,2017, $685.15 ," $8,221.80 "," $15,273.00 "," $7,051.20 ",,,,,,,-, none 
1861643497,Honda,Pilot,2018, $813.78 ," $9,765.36 "," $6,437.00 "," $(3,328.36)",,,,,,,1861643497," $(3,328.36)"
5313563319,Chevrolet,Silverado 2500,2017, $841.89 ," $10,102.68 "," $12,328.00 "," $2,225.32 ",,,,,,,-, none 
9855566548,Suzuki,Swift,2016, $764.35 ," $9,172.20 "," $11,502.00 "," $2,329.80 ",,,,,,,-, none 
2863859862,Chevrolet,G-Series 2500,2016, $603.81 ," $7,245.72 "," $7,878.00 ", $632.28 ,,,,,,,-, none 
4683763842,Hyundai,Genesis Coupe,2017, $691.00 ," $8,292.00 "," $13,242.00 "," $4,950.00 ",,,,,,,-, none 
1601523416,GMC,Savana,2017, $699.11 ," $8,389.32 "," $8,433.00 ", $43.68 ,,,,,,,-, none 
6233365511,Chevrolet,TrailBlazer,2018, $876.71 ," $10,520.52 "," $14,439.00 "," $3,918.48 ",,,,,,,-, none 
849762723,Eagle,Summit,2018, $703.11 ," $8,437.32 "," $12,535.00 "," $4,097.68 ",,,,,,,-, none 
3832458158,Cadillac,CTS,2018, $550.99 ," $6,611.88 "," $14,455.00 "," $7,843.12 ",,,,,,,-, none 
5745034998,Nissan,Xterra,2017, $549.55 ," $6,594.60 "," $14,691.00 "," $8,096.40 ",,,,,,,-, none 
1206416483,Cadillac,Escalade EXT,2017, $548.87 ," $6,586.44 "," $15,343.00 "," $8,756.56 ",,,,,,,-, none 
9148148091,Buick,Roadmaster,2016, $788.82 ," $9,465.84 "," $9,470.00 ", $4.16 ,,,,,,,-, none 
3789017450,Subaru,Legacy,2016, $656.89 ," $7,882.68 "," $13,432.00 "," $5,549.32 ",,,,,,,-, none 
5861003165,Volvo,C70,2018, $671.33 ," $8,055.96 "," $14,755.00 "," $6,699.04 ",,,,,,,-, none 
5321656932,Chevrolet,Express 2500,2016, $676.51 ," $8,118.12 "," $10,435.00 "," $2,316.88 ",,,,,,,-, none 
4462851196,Kia,Rio,2017, $819.81 ," $9,837.72 "," $14,659.00 "," $4,821.28 ",,,,,,,-, none 
503113883,Ferrari,458 Italia,2018, $848.23 ," $10,178.76 "," $10,309.00 ", $130.24 ,,,,,,,-, none 
4053908892,Ford,Escort,2017, $631.96 ," $7,583.52 "," $12,633.00 "," $5,049.48 ",,,,,,,-, none 
9789434162,Suzuki,SJ,2016, $866.62 ," $10,399.44 "," $11,241.00 ", $841.56 ,,,,,,,-, none 
3025986913,Ford,Bronco,2017, $697.44 ," $8,369.28 "," $13,194.00 "," $4,824.72 ",,,,,,,-, none 
8065531024,Ford,F350,2017, $797.02 ," $9,564.24 "," $13,290.00 "," $3,725.76 ",,,,,,,-, none 
6497212000,Eagle,Vision,2017, $849.83 ," $10,197.96 "," $10,689.00 ", $491.04 ,,,,,,,-, none 
2357683147,Volkswagen,GTI,2017, $649.34 ," $7,792.08 "," $17,324.00 "," $9,531.92 ",,,,,,,-, none 
8391816850,Suzuki,Equator,2016, $692.16 ," $8,305.92 "," $10,267.00 "," $1,961.08 ",,,,,,,-, none 
1552100251,Jeep,Grand Cherokee,2018, $554.56 ," $6,654.72 "," $16,749.00 "," $10,094.28 ",,,,,,,-, none 
4165375632,Porsche,911,2018, $731.68 ," $8,780.16 "," $14,036.00 "," $5,255.84 ",,,,,,,-, none 
8883941462,Ford,Bronco II,2017, $548.97 ," $6,587.64 "," $14,680.00 "," $8,092.36 ",,,,,,,-, none 
6664729113,GMC,Sonoma,2017, $654.75 ," $7,857.00 "," $16,351.00 "," $8,494.00 ",,,,,,,-, none 
2942718846,Suzuki,Swift,2018, $726.88 ," $8,722.56 "," $11,978.00 "," $3,255.44 ",,,,,,,-, none 
8342622215,GMC,Yukon XL 2500,2016, $749.36 ," $8,992.32 "," $16,059.00 "," $7,066.68 ",,,,,,,-, none 
3611361305,Toyota,4Runner,2017, $781.13 ," $9,373.56 "," $12,014.00 "," $2,640.44 ",,,,,,,-, none 
9044138472,Cadillac,STS,2017, $775.57 ," $9,306.84 "," $14,773.00 "," $5,466.16 ",,,,,,,-, none 
2911903668,Honda,FCX Clarity,2016, $510.86 ," $6,130.32 "," $8,773.00 "," $2,642.68 ",,,,,,,-, none 
2055418041,GMC,Savana 3500,2017, $809.59 ," $9,715.08 "," $13,931.00 "," $4,215.92 ",,,,,,,-, none 
4700387211,Subaru,Legacy,2018, $645.63 ," $7,747.56 "," $15,181.00 "," $7,433.44 ",,,,,,,-, none 
3123174301,Cadillac,Seville,2016, $771.59 ," $9,259.08 "," $15,146.00 "," $5,886.92 ",,,,,,,-, none 
1239705166,Dodge,Viper RT/10,2017, $621.78 ," $7,461.36 "," $13,286.00 "," $5,824.64 ",,,,,,,-, none 
5612079702,Volkswagen,Cabriolet,2018, $797.06 ," $9,564.72 "," $11,307.00 "," $1,742.28 ",,,,,,,-, none 
9256174138,Bentley,Continental Flying Spur,2017, $754.94 ," $9,059.28 "," $14,268.00 "," $5,208.72 ",,,,,,,-, none 
2946816494,Mercedes-Benz,E-Class,2017, $657.66 ," $7,891.92 "," $17,496.00 "," $9,604.08 ",,,,,,,-, none 
7990349582,Aston Martin,DB9,2017, $629.09 ," $7,549.08 "," $15,368.00 "," $7,818.92 ",,,,,,,-, none 
5198363553,Cadillac,XLR,2018, $605.62 ," $7,267.44 "," $13,875.00 "," $6,607.56 ",,,,,,,-, none 
206287429,Hyundai,Elantra,2016, $834.73 ," $10,016.76 "," $20,204.00 "," $10,187.24 ",,,,,,,-, none 
5508286926,Pontiac,Grand Prix,2017, $807.61 ," $9,691.32 "," $14,105.00 "," $4,413.68 ",,,,,,,-, none 
1967176396,Saab,5-Sep,2018, $714.97 ," $8,579.64 "," $12,886.00 "," $4,306.36 ",,,,,,,-, none 
2296762107,Chevrolet,Express 2500,2017, $574.83 ," $6,897.96 "," $9,265.00 "," $2,367.04 ",,,,,,,-, none 
1743722788,Mitsubishi,Eclipse,2017, $551.37 ," $6,616.44 "," $18,287.00 "," $11,670.56 ",,,,,,,-, none 
9312549561,Chevrolet,S10 Blazer,2016, $852.40 ," $10,228.80 "," $15,067.00 "," $4,838.20 ",,,,,,,-, none 
4409025317,Toyota,MR2,2016, $872.10 ," $10,465.20 "," $11,628.00 "," $1,162.80 ",,,,,,,-, none 
5828566989,Hummer,H3,2017, $578.20 ," $6,938.40 "," $13,027.00 "," $6,088.60 ",,,,,,,-, none 
217061532,Porsche,Boxster,2017, $799.27 ," $9,591.24 "," $16,038.00 "," $6,446.76 ",,,,,,,-, none 
2911433521,Mitsubishi,Pajero,2018, $537.22 ," $6,446.64 "," $13,530.00 "," $7,083.36 ",,,,,,,-, none 
2953232265,Pontiac,G6,2017, $609.54 ," $7,314.48 "," $10,479.00 "," $3,164.52 ",,,,,,,-, none 
2772340872,Chrysler,PT Cruiser,2018, $606.63 ," $7,279.56 "," $13,714.00 "," $6,434.44 ",,,,,,,-, none 
3125384788,Saab,900,2016, $598.71 ," $7,184.52 "," $12,133.00 "," $4,948.48 ",,,,,,,-, none 
853886369,GMC,Savana,2017, $550.91 ," $6,610.92 "," $10,163.00 "," $3,552.08 ",,,,,,,-, none 
9941142823,Pontiac,GTO,2016, $790.00 ," $9,480.00 "," $14,788.00 "," $5,308.00 ",,,,,,,-, none 
9148191469,Mazda,929,2016, $668.43 ," $8,021.16 "," $10,645.00 "," $2,623.84 ",,,,,,,-, none 
3712542917,Mitsubishi,Mirage,2016, $569.93 ," $6,839.16 "," $14,624.00 "," $7,784.84 ",,,,,,,-, none 
711501327,Chrysler,Town & Country,2017, $582.40 ," $6,988.80 "," $15,454.00 "," $8,465.20 ",,,,,,,-, none 
1777049288,Chevrolet,Colorado,2016, $784.10 ," $9,409.20 "," $12,209.00 "," $2,799.80 ",,,,,,,-, none 
2965395776,Volkswagen,rio,2018, $759.04 ," $9,108.48 "," $13,471.00 "," $4,362.52 ",,,,,,,-, none 
3089515652,Mercury,Grand Marquis,2017, $658.52 ," $7,902.24 "," $12,821.00 "," $4,918.76 ",,,,,,,-, none 
3876405637,Chevrolet,Blazer,2017, $629.24 ," $7,550.88 "," $15,757.00 "," $8,206.12 ",,,,,,,-, none 
6742922370,Audi,100,2018, $549.31 ," $6,591.72 "," $16,116.00 "," $9,524.28 ",,,,,,,-, none 
333136063,Chevrolet,S10,2016, $615.52 ," $7,386.24 "," $14,384.00 "," $6,997.76 ",,,,,,,-, none 
6457325645,Ford,Escape,2017, $722.29 ," $8,667.48 "," $16,013.00 "," $7,345.52 ",,,,,,,-, none 
1365274748,Nissan,Pathfinder,2016, $719.13 ," $8,629.56 "," $11,335.00 "," $2,705.44 ",,,,,,,-, none 
7141201157,Chevrolet,TrailBlazer,2016, $684.03 ," $8,208.36 "," $14,671.00 "," $6,462.64 ",,,,,,,-, none 
2623474974,Merkur,XR4Ti,2018, $608.13 ," $7,297.56 "," $13,057.00 "," $5,759.44 ",,,,,,,-, none 
2872467084,Lincoln,Continental,2016, $821.83 ," $9,861.96 "," $22,064.00 "," $12,202.04 ",,,,,,,-, none 
3773595107,Nissan,Rogue,2018, $712.48 ," $8,549.76 "," $11,647.00 "," $3,097.24 ",,,,,,,-, none 
6880810713,Mazda,B-Series,2016, $731.72 ," $8,780.64 "," $11,341.00 "," $2,560.36 ",,,,,,,-, none 
1901419355,BMW,Z3,2016, $747.51 ," $8,970.12 "," $16,626.00 "," $7,655.88 ",,,,,,,-, none 
5991480893,Mercedes-Benz,R-Class,2017, $679.13 ," $8,149.56 "," $11,198.00 "," $3,048.44 ",,,,,,,-, none 
5067795204,GMC,Suburban 2500,2018, $679.01 ," $8,148.12 "," $12,191.00 "," $4,042.88 ",,,,,,,-, none 
5923804794,Cadillac,XLR,2016, $633.46 ," $7,601.52 "," $15,868.00 "," $8,266.48 ",,,,,,,-, none 
5511470805,Pontiac,GTO,2017, $813.55 ," $9,762.60 "," $14,750.00 "," $4,987.40 ",,,,,,,-, none 
5599085597,Jeep,Grand Cherokee,2017, $671.08 ," $8,052.96 "," $11,380.00 "," $3,327.04 ",,,,,,,-, none 
9841707357,Buick,Century,2017, $498.07 ," $5,976.84 "," $10,876.00 "," $4,899.16 ",,,,,,,-, none 
1093792493,Toyota,Camry,2016, $716.47 ," $8,597.64 "," $14,722.00 "," $6,124.36 ",,,,,,,-, none 
7458175591,Ford,F-Series,2017, $590.61 ," $7,087.32 "," $15,490.00 "," $8,402.68 ",,,,,,,-, none 
3565106689,BMW,330,2016, $601.30 ," $7,215.60 "," $11,815.00 "," $4,599.40 ",,,,,,,-, none 
2655846974,Land Rover,Discovery,2018, $799.49 ," $9,593.88 "," $10,268.00 ", $674.12 ,,,,,,,-, none 
8609711250,Honda,Prelude,2017, $792.22 ," $9,506.64 "," $11,891.00 "," $2,384.36 ",,,,,,,-, none 
8867252208,Eagle,Vision,2018, $884.32 ," $10,611.84 "," $13,767.00 "," $3,155.16 ",,,,,,,-, none 
4727388383,Nissan,Maxima,2018, $621.72 ," $7,460.64 "," $15,290.00 "," $7,829.36 ",,,,,,,-, none 
3278938836,Dodge,Ram Van B250,2018, $551.29 ," $6,615.48 "," $18,269.00 "," $11,653.52 ",,,,,,,-, none 
6852568652,Kia,Sorento,2017, $828.45 ," $9,941.40 "," $13,584.00 "," $3,642.60 ",,,,,,,-, none 
8970423362,Saab,9-2X,2017, $805.03 ," $9,660.36 "," $16,044.00 "," $6,383.64 ",,,,,,,-, none 
7117909439,Lincoln,Navigator L,2018, $751.85 ," $9,022.20 "," $16,500.00 "," $7,477.80 ",,,,,,,-, none 
7815929168,Volvo,V70,2016, $586.20 ," $7,034.40 "," $14,986.00 "," $7,951.60 ",,,,,,,-, none 
552634107,Volkswagen,Type 2,2017, $811.81 ," $9,741.72 "," $12,640.00 "," $2,898.28 ",,,,,,,-, none 
449445704,Cadillac,Seville,2017, $662.27 ," $7,947.24 "," $14,049.00 "," $6,101.76 ",,,,,,,-, none 
2383002100,Mercedes-Benz,300SE,2017, $718.75 ," $8,625.00 "," $15,931.00 "," $7,306.00 ",,,,,,,-, none 
8921799850,Jaguar,XK,2016, $643.53 ," $7,722.36 "," $14,223.00 "," $6,500.64 ",,,,,,,-, none 
4087202143,Chevrolet,Camaro,2017, $545.08 ," $6,540.96 "," $14,393.00 "," $7,852.04 ",,,,,,,-, none 
117199826,Chevrolet,APV,2016, $698.57 ," $8,382.84 "," $13,923.00 "," $5,540.16 ",,,,,,,-, none 
6377449836,Honda,Civic,2018, $590.81 ," $7,089.72 "," $13,156.00 "," $6,066.28 ",,,,,,,-, none 
9178648556,Ford,Mustang,2018, $748.99 ," $8,987.88 "," $18,091.00 "," $9,103.12 ",,,,,,,-, none 
6437730625,Lotus,Esprit,2016, $482.78 ," $5,793.36 "," $12,032.00 "," $6,238.64 ",,,,,,,-, none 
4755448433,Porsche,Cayman,2018, $665.15 ," $7,981.80 "," $7,567.00 ", $(414.80),,,,,,,4755448433, $(414.80)
7730614812,Nissan,370Z,2017, $533.34 ," $6,400.08 "," $13,355.00 "," $6,954.92 ",,,,,,,-, none 
2423179863,Scion,xB,2016, $555.96 ," $6,671.52 "," $15,991.00 "," $9,319.48 ",,,,,,,-, none 
7256562829,Mercury,Cougar,2016, $617.38 ," $7,408.56 "," $10,436.00 "," $3,027.44 ",,,,,,,-, none 
5602153691,Toyota,Avalon,2017, $594.78 ," $7,137.36 "," $10,920.00 "," $3,782.64 ",,,,,,,-, none 
4756565204,Toyota,Sequoia,2016, $711.68 ," $8,540.16 "," $11,418.00 "," $2,877.84 ",,,,,,,-, none 
8011035258,Mitsubishi,Cordia,2017, $699.15 ," $8,389.80 "," $14,272.00 "," $5,882.20 ",,,,,,,-, none 
3374766021,Dodge,Caravan,2016, $600.94 ," $7,211.28 "," $15,196.00 "," $7,984.72 ",,,,,,,-, none 
2773792815,Ford,Thunderbird,2017, $756.90 ," $9,082.80 "," $9,433.00 ", $350.20 ,,,,,,,-, none 
5113275034,Mercury,Villager,2017, $767.40 ," $9,208.80 "," $11,921.00 "," $2,712.20 ",,,,,,,-, none 
7379254936,Toyota,RAV4,2017, $535.46 ," $6,425.52 "," $21,110.00 "," $14,684.48 ",,,,,,,-, none 
2724219635,Pontiac,Grand Am,2017, $712.82 ," $8,553.84 "," $14,312.00 "," $5,758.16 ",,,,,,,-, none 
9942403515,Mitsubishi,Eclipse,2018, $781.43 ," $9,377.16 "," $15,668.00 "," $6,290.84 ",,,,,,,-, none 
2861753242,Audi,A6,2016, $782.96 ," $9,395.52 "," $17,236.00 "," $7,840.48 ",,,,,,,-, none 
1458260852,Land Rover,Discovery Series II,2016, $642.31 ," $7,707.72 "," $13,321.00 "," $5,613.28 ",,,,,,,-, none 
3883848727,Chevrolet,Blazer,2017, $681.43 ," $8,177.16 "," $17,288.00 "," $9,110.84 ",,,,,,,-, none 
3094738575,Infiniti,EX,2018, $774.77 ," $9,297.24 "," $14,167.00 "," $4,869.76 ",,,,,,,-, none 
3516724803,Pontiac,Sunbird,2018, $532.86 ," $6,394.32 "," $8,710.00 "," $2,315.68 ",,,,,,,-, none 
3541401508,Mitsubishi,Pajero,2016, $783.67 ," $9,404.04 "," $11,072.00 "," $1,667.96 ",,,,,,,-, none 
3724074581,Dodge,Charger,2018, $764.72 ," $9,176.64 "," $15,515.00 "," $6,338.36 ",,,,,,,-, none 
6930015814,Buick,Regal,2016, $607.07 ," $7,284.84 "," $13,267.00 "," $5,982.16 ",,,,,,,-, none 
1478400420,Chevrolet,Colorado,2017, $603.11 ," $7,237.32 "," $14,162.00 "," $6,924.68 ",,,,,,,-, none 
2361238233,Saturn,Aura,2016, $748.46 ," $8,981.52 "," $11,221.00 "," $2,239.48 ",,,,,,,-, none 
4840105006,Hyundai,Santa Fe,2017, $701.11 ," $8,413.32 "," $11,575.00 "," $3,161.68 ",,,,,,,-, none 
8158616437,Austin,Mini Cooper,2017, $827.53 ," $9,930.36 "," $15,056.00 "," $5,125.64 ",,,,,,,-, none 
8747681128,Volvo,960,2018, $532.53 ," $6,390.36 "," $10,722.00 "," $4,331.64 ",,,,,,,-, none 
7250347101,Lincoln,Town Car,2018, $607.40 ," $7,288.80 "," $13,888.00 "," $6,599.20 ",,,,,,,-, none 
9214872775,Pontiac,Sunbird,2017, $767.10 ," $9,205.20 "," $10,714.00 "," $1,508.80 ",,,,,,,-, none 
1986054209,Dodge,Omni,2018, $577.44 ," $6,929.28 "," $13,036.00 "," $6,106.72 ",,,,,,,-, none 
4074391791,Hyundai,Sonata,2018, $616.17 ," $7,394.04 "," $10,295.00 "," $2,900.96 ",,,,,,,-, none 
2177140897,GMC,Yukon,2016, $544.23 ," $6,530.76 "," $9,048.00 "," $2,517.24 ",,,,,,,-, none 
5326310139,Ford,Explorer,2018, $699.19 ," $8,390.28 "," $6,459.00 "," $(1,931.28)",,,,,,,5326310139," $(1,931.28)"
